trans_year,trans_week,class_id,store_type,num_units
2016,17,538,RETAIL,6327
2016,3,661,RETAIL,3731
2016,52,623,ECOM,10295
2016,51,551,RETAIL,1156
2016,46,727,RETAIL,1672
2016,48,611,RETAIL,167
2016,25,663,ECOM,4781
2016,35,631,OUTLETS,257
2016,42,612,OUTLETS,93
2016,30,596,ECOM,220
2016,21,719,ECOM,1036
2016,8,531,ECOM,2452
2016,7,572,OUTLETS,247
2016,32,661,RETAIL,2047
2016,44,,OUTLETS,919
2016,28,726,RETAIL,89
2016,1,697,RETAIL,139
2016,19,595,RETAIL,3776
2016,25,581,OUTLETS,692
2016,43,610,RETAIL,2062
2016,37,571,OUTLETS,216
2016,0,596,RETAIL,3255
2016,4,663,RETAIL,343
2016,29,593,OUTLETS,533
2016,48,705,RETAIL,1111
2016,29,714,OUTLETS,5
2016,1,740,RETAIL,383
2016,17,716,RETAIL,128
2016,19,601,RETAIL,1265
2016,35,604,RETAIL,3247
2016,3,705,RETAIL,706
2016,50,730,RETAIL,1870
2016,6,614,OUTLETS,381
2016,35,733,RETAIL,1018
2016,16,531,ECOM,1426
2016,21,595,OUTLETS,522
2016,10,528,RETAIL,569
2016,4,601,RETAIL,1875
2016,6,741,ECOM,902
2016,45,629,RETAIL,1667
2016,48,647,OUTLETS,684
2016,17,675,OUTLETS,4864
2016,25,623,ECOM,2841
2016,4,741,ECOM,578
2016,32,661,ECOM,1385
2016,2,727,ECOM,1190
2016,43,538,OUTLETS,367
2016,46,704,RETAIL,1399
2016,16,611,ECOM,725
2016,13,664,RETAIL,3197
2016,19,596,RETAIL,706
2016,29,727,OUTLETS,145
2016,49,704,RETAIL,955
2016,1,714,OUTLETS,104
2016,4,739,RETAIL,73
2016,19,623,ECOM,2478
2016,31,663,OUTLETS,692
2016,9,531,OUTLETS,61
2016,0,661,RETAIL,1108
2016,10,703,RETAIL,3595
2016,10,648,RETAIL,408
2016,39,623,OUTLETS,200
2016,50,647,ECOM,6668
2016,23,614,OUTLETS,420
2016,9,720,ECOM,772
2016,36,705,OUTLETS,140
2016,39,704,ECOM,499
2016,28,650,ECOM,596
2016,20,650,OUTLETS,543
2016,11,538,OUTLETS,1095
2016,11,614,OUTLETS,416
2016,32,628,OUTLETS,50
2016,18,705,OUTLETS,254
2016,4,659,RETAIL,590
2016,50,538,ECOM,2168
2016,37,,RETAIL,12794
2016,12,728,OUTLETS,113
2016,41,663,RETAIL,1381
2016,30,720,RETAIL,997
2016,9,575,RETAIL,2334
2016,20,650,RETAIL,2376
2016,2,725,RETAIL,234
2016,26,596,RETAIL,552
2016,31,738,ECOM,139
2016,14,730,OUTLETS,729
2016,16,719,RETAIL,463
2016,0,726,OUTLETS,147
2016,26,659,RETAIL,900
2016,17,528,RETAIL,80
2016,43,663,OUTLETS,435
2016,42,736,RETAIL,213
2016,26,733,RETAIL,210
2016,48,593,RETAIL,994
2016,35,609,ECOM,2224
2016,16,659,ECOM,631
2016,39,581,ECOM,347
2016,0,631,RETAIL,276
2016,39,650,ECOM,770
2016,36,727,OUTLETS,106
2016,9,661,ECOM,2092
2016,48,675,OUTLETS,473
2016,41,609,ECOM,7441
2016,43,,RETAIL,13752
2016,47,661,ECOM,1854
2016,25,604,OUTLETS,362
2016,38,623,ECOM,1670
2016,15,697,OUTLETS,794
2016,19,572,RETAIL,3225
2016,8,648,RETAIL,717
2016,14,703,RETAIL,2139
2016,3,727,OUTLETS,171
2016,36,647,OUTLETS,577
2016,50,652,RETAIL,532
2016,44,596,OUTLETS,259
2016,5,538,ECOM,2105
2016,25,659,ECOM,865
2016,7,720,RETAIL,439
2016,24,611,RETAIL,653
2016,24,581,OUTLETS,746
2016,35,730,OUTLETS,610
2016,36,612,OUTLETS,274
2016,47,742,ECOM,2074
2016,32,650,ECOM,661
2016,41,705,RETAIL,1109
2016,15,538,ECOM,678
2016,24,604,OUTLETS,329
2016,1,650,ECOM,663
2016,3,647,OUTLETS,1186
2016,35,697,ECOM,265
2016,2,629,ECOM,85
2016,2,581,RETAIL,536
2016,5,650,OUTLETS,366
2016,8,732,OUTLETS,98
2016,49,604,OUTLETS,1516
2016,42,631,OUTLETS,223
2016,34,704,OUTLETS,439
2016,40,736,RETAIL,248
2016,27,538,OUTLETS,597
2016,21,742,ECOM,1657
2016,15,739,RETAIL,48
2016,50,609,ECOM,12526
2016,17,596,ECOM,523
2016,33,648,RETAIL,388
2016,31,538,ECOM,1246
2016,28,661,OUTLETS,402
2016,26,664,RETAIL,67252
2016,1,736,ECOM,157
2016,47,551,ECOM,436
2016,44,581,RETAIL,348
2016,10,647,RETAIL,1210
2016,38,740,RETAIL,445
2016,43,705,RETAIL,778
2016,34,623,OUTLETS,153
2016,48,742,OUTLETS,151
2016,42,601,ECOM,247
2016,25,650,ECOM,1086
2016,28,616,OUTLETS,9
2016,39,,OUTLETS,763
2016,18,725,OUTLETS,298
2016,35,631,RETAIL,1219
2016,9,538,ECOM,2227
2016,0,648,RETAIL,375
2016,47,741,RETAIL,164
2016,6,697,RETAIL,910
2016,16,740,RETAIL,291
2016,41,593,OUTLETS,175
2016,22,697,ECOM,8585
2016,4,604,OUTLETS,463
2016,49,601,ECOM,643
2016,1,736,RETAIL,246
2016,23,611,RETAIL,746
2016,36,716,RETAIL,33
2016,38,650,OUTLETS,524
2016,49,725,RETAIL,198
2016,1,623,OUTLETS,281
2016,45,538,OUTLETS,239
2016,37,697,OUTLETS,225
2016,47,609,ECOM,11750
2016,12,726,OUTLETS,290
2016,37,572,OUTLETS,433
2016,22,596,RETAIL,1083
2016,3,725,RETAIL,209
2016,21,612,OUTLETS,871
2016,51,531,ECOM,1748
2016,45,742,ECOM,2762
2016,23,705,OUTLETS,95
2016,25,528,RETAIL,22
2016,46,,RETAIL,16846
2016,39,720,RETAIL,144
2016,37,614,OUTLETS,466
2016,25,697,ECOM,3506
2016,6,720,OUTLETS,67
2016,38,581,OUTLETS,38
2016,50,730,ECOM,468
2016,44,572,OUTLETS,272
2016,34,571,ECOM,285
2016,0,664,RETAIL,74593
2016,51,572,OUTLETS,152
2016,50,739,ECOM,264
2016,10,571,OUTLETS,1068
2016,0,730,RETAIL,377
2016,8,593,OUTLETS,446
2016,38,650,ECOM,711
2016,19,648,RETAIL,160
2016,14,595,OUTLETS,582
2016,14,740,RETAIL,386
2016,46,652,ECOM,283
2016,49,726,OUTLETS,199
2016,37,604,OUTLETS,374
2016,11,611,ECOM,1319
2016,44,531,ECOM,2199
2016,23,697,ECOM,7283
2016,50,571,ECOM,647
2016,36,647,ECOM,1470
2016,49,581,ECOM,432
2016,19,611,OUTLETS,35
2016,13,628,RETAIL,276
2016,52,596,OUTLETS,648
2016,18,647,OUTLETS,550
2016,46,650,ECOM,893
2016,42,741,RETAIL,215
2016,44,736,RETAIL,96
2016,47,740,ECOM,870
2016,45,663,RETAIL,244
2016,19,,OUTLETS,926
2016,22,571,OUTLETS,188
2016,17,610,ECOM,999
2016,6,726,ECOM,309
2016,48,730,OUTLETS,60
2016,3,730,OUTLETS,338
2016,40,505,RETAIL,47
2016,24,623,RETAIL,876
2016,5,536,ECOM,133
2016,6,536,RETAIL,508
2016,31,719,ECOM,796
2016,43,740,ECOM,1081
2016,33,636,OUTLETS,7
2016,20,704,ECOM,313
2016,10,616,RETAIL,77
2016,28,648,OUTLETS,12
2016,33,664,RETAIL,4323
2016,15,732,OUTLETS,51
2016,1,505,RETAIL,79
2016,49,636,RETAIL,392
2016,19,659,ECOM,1677
2016,37,726,OUTLETS,63
2016,19,531,ECOM,1433
2016,43,604,ECOM,1492
2016,49,531,OUTLETS,411
2016,41,636,OUTLETS,113
2016,28,610,ECOM,593
2016,4,596,ECOM,1687
2016,49,611,RETAIL,273
2016,15,623,OUTLETS,368
2016,9,725,OUTLETS,79
2016,37,,OUTLETS,801
2016,7,593,OUTLETS,503
2016,23,575,OUTLETS,462
2016,13,572,ECOM,875
2016,4,703,ECOM,282
2016,52,741,ECOM,340
2016,16,738,RETAIL,20
2016,45,612,ECOM,300
2016,28,531,OUTLETS,52
2016,36,510,OUTLETS,85
2016,38,741,ECOM,854
2016,32,571,RETAIL,577
2016,8,741,ECOM,800
2016,52,611,ECOM,349
2016,17,648,RETAIL,205
2016,16,736,RETAIL,183
2016,34,628,OUTLETS,56
2016,17,740,ECOM,375
2016,20,740,RETAIL,209
2016,50,631,OUTLETS,175
2016,37,739,ECOM,133
2016,29,628,OUTLETS,74
2016,12,664,RETAIL,4972
2016,18,705,ECOM,317
2016,32,535,RETAIL,63
2016,28,623,OUTLETS,299
2016,50,631,ECOM,326
2016,42,582,OUTLETS,11
2016,32,726,OUTLETS,54
2016,22,596,OUTLETS,194
2016,44,740,RETAIL,271
2016,2,733,OUTLETS,75
2016,28,571,OUTLETS,98
2016,35,610,ECOM,1061
2016,39,531,ECOM,2496
2016,6,733,OUTLETS,66
2016,1,706,ECOM,230
2016,6,611,ECOM,1868
2016,3,663,RETAIL,199
2016,40,551,OUTLETS,346
2016,8,740,RETAIL,167
2016,9,629,OUTLETS,308
2016,14,705,OUTLETS,86
2016,49,648,ECOM,1360
2016,24,623,OUTLETS,275
2016,34,727,ECOM,498
2016,30,719,OUTLETS,143
2016,0,727,OUTLETS,101
2016,7,551,ECOM,407
2016,48,648,ECOM,1087
2016,18,725,ECOM,1686
2016,3,601,ECOM,159
2016,36,571,OUTLETS,373
2016,42,719,OUTLETS,48
2016,47,726,OUTLETS,347
2016,10,728,OUTLETS,113
2016,18,730,ECOM,485
2016,45,739,RETAIL,122
2016,7,609,ECOM,1972
2016,33,581,OUTLETS,147
2016,10,648,OUTLETS,11
2016,19,740,RETAIL,160
2016,20,609,OUTLETS,188
2016,17,730,ECOM,686
2016,27,732,RETAIL,49
2016,26,727,OUTLETS,137
2016,1,575,ECOM,2962
2016,24,,OUTLETS,823
2016,10,661,ECOM,1283
2016,47,611,ECOM,275
2016,12,725,OUTLETS,540
2016,20,528,RETAIL,50
2016,30,703,ECOM,415
2016,21,608,RETAIL,12
2016,24,601,ECOM,436
2016,15,706,OUTLETS,38
2016,29,726,OUTLETS,44
2016,3,611,ECOM,1001
2016,2,628,OUTLETS,40
2016,20,725,ECOM,1093
2016,27,,OUTLETS,1362
2016,3,596,OUTLETS,870
2016,2,595,ECOM,1045
2016,25,505,ECOM,3
2016,8,551,OUTLETS,129
2016,52,648,OUTLETS,68
2016,9,730,ECOM,2138
2016,41,518,RETAIL,28693
2016,18,518,RETAIL,24611
2016,20,518,RETAIL,17921
2016,3,518,OUTLETS,2305
2016,45,518,RETAIL,24193
2016,37,518,OUTLETS,3417
2016,33,518,OUTLETS,3348
2016,6,518,OUTLETS,4653
2016,25,518,OUTLETS,3098
2016,30,518,ECOM,3422
2016,24,518,ECOM,4562
2016,26,520,RETAIL,8741
2016,22,520,RETAIL,11006
2016,25,520,OUTLETS,935
2016,5,520,RETAIL,7485
2016,39,520,RETAIL,4444
2016,16,520,OUTLETS,1250
2016,3,520,OUTLETS,462
2016,10,520,OUTLETS,1833
2016,23,520,ECOM,1285
2016,45,521,RETAIL,1976
2016,12,521,RETAIL,11244
2016,18,521,OUTLETS,1924
2016,17,521,RETAIL,8474
2016,5,521,ECOM,1021
2016,34,521,RETAIL,4193
2016,14,521,OUTLETS,969
2016,5,521,OUTLETS,445
2016,17,521,ECOM,2972
2016,42,521,OUTLETS,595
2016,34,521,ECOM,712
2016,32,521,ECOM,965
2016,42,526,RETAIL,7295
2016,6,526,RETAIL,12372
2016,47,526,OUTLETS,2649
2016,13,526,RETAIL,5972
2016,29,526,RETAIL,2588
2016,7,526,RETAIL,11014
2016,23,526,RETAIL,3157
2016,28,526,RETAIL,2224
2016,12,526,OUTLETS,1310
2016,9,526,OUTLETS,1484
2016,31,526,OUTLETS,826
2016,30,526,OUTLETS,697
2016,4,526,OUTLETS,1271
2016,44,526,ECOM,2661
2016,9,526,ECOM,2351
2016,13,529,RETAIL,4785
2016,20,529,RETAIL,3138
2016,18,529,OUTLETS,555
2016,38,529,RETAIL,6391
2016,32,529,RETAIL,6823
2016,48,529,OUTLETS,1770
2016,22,529,RETAIL,2308
2016,36,529,OUTLETS,806
2016,18,529,ECOM,707
2016,33,530,OUTLETS,922
2016,26,530,RETAIL,12227
2016,23,530,OUTLETS,2229
2016,29,530,OUTLETS,1349
2016,11,530,RETAIL,5340
2016,22,530,OUTLETS,2739
2016,14,530,OUTLETS,1365
2016,35,530,OUTLETS,724
2016,13,530,OUTLETS,1332
2016,35,530,RETAIL,4005
2016,7,530,RETAIL,971
2016,45,530,OUTLETS,125
2016,21,530,ECOM,3749
2016,24,530,ECOM,4063
2016,14,530,ECOM,2958
2016,44,532,RETAIL,6571
2016,46,532,RETAIL,8115
2016,33,532,RETAIL,5480
2016,31,532,RETAIL,9976
2016,11,532,OUTLETS,2940
2016,25,532,RETAIL,7537
2016,16,532,RETAIL,12190
2016,45,532,OUTLETS,1515
2016,34,532,RETAIL,5182
2016,18,532,RETAIL,8602
2016,44,532,ECOM,1125
2016,1,532,OUTLETS,422
2016,44,532,OUTLETS,1331
2016,31,532,ECOM,1989
2016,47,532,ECOM,1747
2016,30,533,RETAIL,18553
2016,24,533,RETAIL,32419
2016,38,533,RETAIL,4020
2016,36,533,RETAIL,5930
2016,42,533,RETAIL,4548
2016,23,533,OUTLETS,4153
2016,25,533,OUTLETS,3590
2016,28,533,RETAIL,16865
2016,35,533,RETAIL,6405
2016,9,533,OUTLETS,944
2016,9,533,ECOM,3264
2016,35,533,OUTLETS,1602
2016,1,533,OUTLETS,281
2016,17,533,ECOM,5280
2016,28,534,RETAIL,15001
2016,24,534,ECOM,4236
2016,25,534,RETAIL,16349
2016,38,534,RETAIL,1264
2016,25,534,ECOM,5857
2016,22,534,ECOM,6374
2016,8,534,OUTLETS,257
2016,17,534,ECOM,2051
2016,1,534,RETAIL,144
2016,5,534,RETAIL,177
2016,43,534,ECOM,444
2016,51,534,ECOM,96
2016,46,534,OUTLETS,249
2016,16,537,OUTLETS,3071
2016,11,537,OUTLETS,4138
2016,29,537,OUTLETS,2575
2016,9,537,RETAIL,11709
2016,31,537,OUTLETS,4232
2016,44,537,RETAIL,8649
2016,17,537,OUTLETS,3106
2016,7,537,RETAIL,10748
2016,9,537,OUTLETS,4592
2016,10,537,OUTLETS,4365
2016,17,537,RETAIL,6090
2016,49,537,ECOM,3184
2016,51,537,ECOM,2521
2016,52,537,ECOM,1244
2016,31,537,ECOM,2298
2016,30,539,ECOM,2014
2016,40,539,RETAIL,8871
2016,33,539,RETAIL,6704
2016,21,539,RETAIL,11164
2016,40,539,OUTLETS,1870
2016,32,539,OUTLETS,1386
2016,3,539,RETAIL,6487
2016,20,539,ECOM,1688
2016,9,539,RETAIL,9340
2016,17,539,RETAIL,9506
2016,15,539,OUTLETS,1548
2016,17,539,OUTLETS,1404
2016,28,539,OUTLETS,1060
2016,10,539,ECOM,1665
2016,39,539,ECOM,1882
2016,21,540,RETAIL,1732
2016,18,540,RETAIL,1681
2016,50,540,RETAIL,1006
2016,38,540,RETAIL,552
2016,1,540,RETAIL,718
2016,32,540,OUTLETS,201
2016,20,540,ECOM,503
2016,51,540,ECOM,312
2016,25,540,OUTLETS,194
2016,26,540,OUTLETS,208
2016,25,552,RETAIL,5287
2016,27,552,RETAIL,4439
2016,6,552,RETAIL,4322
2016,16,552,OUTLETS,488
2016,44,552,ECOM,1204
2016,40,552,RETAIL,3315
2016,34,552,ECOM,1200
2016,25,552,OUTLETS,364
2016,18,552,OUTLETS,347
2016,27,552,OUTLETS,432
2016,33,552,ECOM,1327
2016,2,552,ECOM,2703
2016,48,552,ECOM,2693
2016,38,552,ECOM,1387
2016,5,552,ECOM,1827
2016,19,552,ECOM,2350
2016,35,552,ECOM,1901
2016,17,570,RETAIL,5326
2016,2,570,RETAIL,4941
2016,44,570,OUTLETS,352
2016,31,570,OUTLETS,1470
2016,34,570,RETAIL,2193
2016,43,570,OUTLETS,554
2016,38,570,OUTLETS,411
2016,22,570,OUTLETS,1876
2016,18,570,RETAIL,4616
2016,31,570,RETAIL,4027
2016,18,570,OUTLETS,1325
2016,51,570,OUTLETS,195
2016,17,570,OUTLETS,1412
2016,46,570,OUTLETS,277
2016,41,570,OUTLETS,544
2016,38,570,ECOM,472
2016,51,570,RETAIL,1217
2016,8,570,OUTLETS,1153
2016,36,570,ECOM,696
2016,46,570,ECOM,352
2016,26,570,ECOM,1006
2016,8,574,RETAIL,3558
2016,29,574,RETAIL,8135
2016,22,574,OUTLETS,1588
2016,27,574,OUTLETS,1930
2016,38,574,RETAIL,5184
2016,21,574,RETAIL,14035
2016,12,574,RETAIL,8871
2016,3,574,OUTLETS,382
2016,45,574,RETAIL,2408
2016,31,574,ECOM,1334
2016,10,574,OUTLETS,1218
2016,31,574,OUTLETS,2510
2016,6,580,RETAIL,14199
2016,26,580,RETAIL,2688
2016,28,580,RETAIL,2790
2016,50,580,RETAIL,10685
2016,49,580,RETAIL,10070
2016,24,580,RETAIL,2926
2016,25,580,RETAIL,2440
2016,29,580,RETAIL,2045
2016,39,580,ECOM,1717
2016,17,580,OUTLETS,464
2016,10,580,OUTLETS,670
2016,4,580,ECOM,1675
2016,36,580,OUTLETS,584
2016,18,580,OUTLETS,391
2016,22,580,OUTLETS,456
2016,35,591,OUTLETS,728
2016,17,591,RETAIL,10857
2016,9,591,RETAIL,8692
2016,46,591,OUTLETS,1074
2016,18,591,RETAIL,13017
2016,50,591,RETAIL,8292
2016,8,591,RETAIL,8329
2016,36,591,OUTLETS,725
2016,4,591,OUTLETS,422
2016,27,591,OUTLETS,570
2016,44,591,OUTLETS,591
2016,15,591,ECOM,409
2016,20,591,OUTLETS,711
2016,50,591,ECOM,777
2016,37,592,RETAIL,3914
2016,49,592,RETAIL,4422
2016,43,592,RETAIL,3543
2016,40,592,RETAIL,4055
2016,27,592,RETAIL,2482
2016,39,592,RETAIL,3694
2016,48,592,OUTLETS,789
2016,28,592,ECOM,312
2016,14,592,OUTLETS,911
2016,6,592,RETAIL,4501
2016,33,592,ECOM,427
2016,2,592,OUTLETS,635
2016,19,592,RETAIL,5075
2016,4,592,OUTLETS,538
2016,1,592,OUTLETS,399
2016,26,592,ECOM,252
2016,30,592,OUTLETS,637
2016,19,592,ECOM,944
2016,31,592,OUTLETS,669
2016,30,592,ECOM,277
2016,48,598,RETAIL,6753
2016,19,598,RETAIL,5527
2016,7,598,RETAIL,4806
2016,51,598,RETAIL,12498
2016,13,598,OUTLETS,734
2016,36,598,OUTLETS,583
2016,24,598,OUTLETS,1201
2016,38,598,OUTLETS,501
2016,39,598,ECOM,385
2016,22,598,OUTLETS,822
2016,4,598,OUTLETS,437
2016,22,599,RETAIL,13937
2016,7,599,OUTLETS,1791
2016,37,599,RETAIL,11691
2016,6,599,RETAIL,16381
2016,18,599,OUTLETS,1999
2016,32,599,RETAIL,13648
2016,24,599,OUTLETS,2594
2016,30,599,OUTLETS,1744
2016,19,599,OUTLETS,1835
2016,27,599,OUTLETS,1724
2016,43,599,OUTLETS,1267
2016,50,599,OUTLETS,1571
2016,0,599,OUTLETS,819
2016,40,599,ECOM,1106
2016,6,600,RETAIL,9771
2016,10,600,RETAIL,10265
2016,32,600,RETAIL,10016
2016,11,600,RETAIL,9728
2016,48,600,RETAIL,11602
2016,1,600,OUTLETS,728
2016,23,600,OUTLETS,1494
2016,14,600,OUTLETS,805
2016,40,600,OUTLETS,795
2016,38,600,OUTLETS,666
2016,5,600,OUTLETS,964
2016,29,600,OUTLETS,849
2016,29,600,ECOM,536
2016,21,600,ECOM,685
2016,10,600,ECOM,660
2016,37,600,ECOM,346
2016,45,606,RETAIL,15516
2016,27,606,RETAIL,1986
2016,29,606,RETAIL,2127
2016,6,606,RETAIL,8903
2016,12,606,RETAIL,5098
2016,11,606,RETAIL,4174
2016,23,606,RETAIL,4368
2016,4,606,RETAIL,8679
2016,43,606,OUTLETS,1539
2016,36,606,OUTLETS,952
2016,46,606,OUTLETS,2414
2016,17,606,ECOM,1730
2016,40,606,ECOM,2902
2016,41,607,OUTLETS,1219
2016,21,607,RETAIL,1304
2016,3,607,RETAIL,9045
2016,48,607,RETAIL,16671
2016,46,607,OUTLETS,1465
2016,31,607,OUTLETS,297
2016,0,607,OUTLETS,732
2016,25,607,RETAIL,834
2016,28,607,RETAIL,794
2016,1,607,ECOM,1803
2016,7,607,ECOM,852
2016,28,607,OUTLETS,185
2016,38,615,OUTLETS,2918
2016,49,615,RETAIL,14957
2016,32,615,RETAIL,20714
2016,41,615,RETAIL,20786
2016,8,615,OUTLETS,4269
2016,12,615,OUTLETS,4364
2016,20,615,RETAIL,19718
2016,28,615,OUTLETS,5898
2016,37,615,RETAIL,17525
2016,38,615,RETAIL,15892
2016,42,615,OUTLETS,3060
2016,51,615,OUTLETS,4844
2016,27,615,ECOM,13684
2016,33,615,ECOM,4412
2016,7,615,OUTLETS,4736
2016,24,615,OUTLETS,3012
2016,10,615,ECOM,6823
2016,24,617,RETAIL,5530
2016,37,617,OUTLETS,308
2016,10,617,RETAIL,5788
2016,28,617,RETAIL,10487
2016,11,617,RETAIL,6134
2016,50,617,RETAIL,2886
2016,8,617,ECOM,2795
2016,37,617,RETAIL,4100
2016,43,617,OUTLETS,152
2016,48,617,RETAIL,3520
2016,30,617,ECOM,729
2016,7,617,ECOM,1514
2016,51,617,OUTLETS,298
2016,25,617,OUTLETS,429
2016,7,617,OUTLETS,225
2016,34,617,OUTLETS,332
2016,8,617,OUTLETS,243
2016,16,617,ECOM,715
2016,13,618,OUTLETS,4079
2016,0,618,RETAIL,24348
2016,9,618,ECOM,13837
2016,5,618,RETAIL,39128
2016,14,618,RETAIL,26631
2016,15,618,ECOM,10384
2016,29,618,OUTLETS,5919
2016,9,618,OUTLETS,3526
2016,1,618,ECOM,24432
2016,38,618,ECOM,8419
2016,25,618,ECOM,30688
2016,28,618,ECOM,15710
2016,13,620,RETAIL,7995
2016,12,620,RETAIL,11272
2016,10,620,RETAIL,9969
2016,23,620,OUTLETS,1212
2016,37,620,OUTLETS,1477
2016,1,620,ECOM,9082
2016,49,620,OUTLETS,981
2016,1,620,OUTLETS,1940
2016,10,620,ECOM,2743
2016,7,620,ECOM,2857
2016,22,621,RETAIL,9893
2016,6,621,RETAIL,3789
2016,9,621,RETAIL,3717
2016,37,621,RETAIL,5051
2016,8,621,OUTLETS,474
2016,4,621,ECOM,1114
2016,41,621,ECOM,954
2016,49,621,OUTLETS,234
2016,39,621,OUTLETS,403
2016,24,622,RETAIL,8249
2016,11,622,RETAIL,9188
2016,41,622,RETAIL,6336
2016,9,622,RETAIL,8743
2016,22,622,RETAIL,7238
2016,5,622,RETAIL,7699
2016,33,622,RETAIL,7820
2016,46,622,RETAIL,6089
2016,17,622,OUTLETS,1212
2016,40,622,OUTLETS,1012
2016,45,622,OUTLETS,1106
2016,32,622,RETAIL,8967
2016,51,622,OUTLETS,1547
2016,13,622,OUTLETS,1353
2016,31,622,ECOM,2127
2016,41,622,ECOM,1649
2016,9,622,OUTLETS,1211
2016,26,622,ECOM,5985
2016,48,622,ECOM,7647
2016,17,622,ECOM,778
2016,19,622,OUTLETS,1096
2016,4,622,ECOM,1376
2016,27,622,ECOM,3735
2016,50,624,OUTLETS,4385
2016,27,624,RETAIL,56852
2016,17,624,OUTLETS,5978
2016,34,624,ECOM,4354
2016,28,624,OUTLETS,8790
2016,51,624,OUTLETS,6121
2016,24,624,OUTLETS,7498
2016,0,624,RETAIL,22191
2016,44,624,RETAIL,26104
2016,21,624,ECOM,3654
2016,51,624,ECOM,3708
2016,15,624,OUTLETS,5882
2016,50,624,ECOM,4298
2016,19,624,ECOM,3936
2016,51,625,RETAIL,26887
2016,43,625,RETAIL,7939
2016,35,625,RETAIL,9469
2016,38,625,RETAIL,8693
2016,49,625,RETAIL,9342
2016,37,625,OUTLETS,1278
2016,43,625,OUTLETS,1098
2016,38,625,ECOM,2259
2016,45,625,OUTLETS,1315
2016,27,625,OUTLETS,761
2016,44,625,OUTLETS,1210
2016,47,625,OUTLETS,2195
2016,9,625,RETAIL,52
2016,8,625,RETAIL,101
2016,30,626,RETAIL,42746
2016,23,626,RETAIL,57405
2016,45,626,RETAIL,37122
2016,39,626,OUTLETS,5128
2016,6,626,OUTLETS,8198
2016,50,626,OUTLETS,5599
2016,1,626,RETAIL,47977
2016,18,626,RETAIL,37690
2016,21,626,RETAIL,38217
2016,4,626,OUTLETS,4508
2016,35,626,RETAIL,33079
2016,17,626,OUTLETS,5694
2016,0,626,OUTLETS,4341
2016,25,626,ECOM,15619
2016,23,626,ECOM,6003
2016,6,627,RETAIL,17297
2016,44,627,RETAIL,9369
2016,43,627,RETAIL,9095
2016,37,627,OUTLETS,1781
2016,31,627,RETAIL,19035
2016,4,627,OUTLETS,1500
2016,30,627,ECOM,1725
2016,0,627,OUTLETS,718
2016,44,627,ECOM,1191
2016,34,627,ECOM,1362
2016,27,627,ECOM,1705
2016,11,627,ECOM,1866
2016,35,627,ECOM,1996
2016,13,627,ECOM,3067
2016,5,633,RETAIL,6152
2016,39,633,RETAIL,6630
2016,26,633,RETAIL,6510
2016,1,633,RETAIL,4375
2016,9,633,RETAIL,7048
2016,38,633,ECOM,259
2016,22,633,ECOM,244
2016,44,633,OUTLETS,93
2016,12,633,OUTLETS,192
2016,1,633,OUTLETS,169
2016,9,649,OUTLETS,723
2016,10,649,RETAIL,3296
2016,40,649,RETAIL,4219
2016,42,649,ECOM,851
2016,43,649,OUTLETS,1047
2016,22,649,OUTLETS,1309
2016,0,649,OUTLETS,591
2016,44,649,ECOM,902
2016,38,649,RETAIL,2875
2016,8,649,OUTLETS,881
2016,5,649,ECOM,1220
2016,21,649,ECOM,792
2016,41,651,RETAIL,3925
2016,14,651,RETAIL,4316
2016,34,651,RETAIL,5474
2016,25,651,RETAIL,10395
2016,30,651,RETAIL,7350
2016,45,651,RETAIL,3717
2016,51,651,OUTLETS,1901
2016,41,651,OUTLETS,792
2016,11,651,ECOM,1555
2016,24,651,OUTLETS,981
2016,13,651,OUTLETS,806
2016,50,651,ECOM,3225
2016,1,651,ECOM,970
2016,31,651,ECOM,1994
2016,50,651,OUTLETS,1299
2016,22,651,OUTLETS,1065
2016,17,651,ECOM,2482
2016,21,651,ECOM,875
2016,15,651,ECOM,914
2016,28,657,RETAIL,7117
2016,42,657,RETAIL,2786
2016,26,657,RETAIL,7514
2016,44,657,ECOM,4240
2016,37,657,RETAIL,3072
2016,9,657,ECOM,5580
2016,26,657,ECOM,8198
2016,40,657,ECOM,4477
2016,17,657,RETAIL,4605
2016,52,657,OUTLETS,502
2016,35,657,ECOM,3378
2016,20,657,ECOM,4317
2016,40,657,OUTLETS,170
2016,38,657,ECOM,3570
2016,9,660,OUTLETS,297
2016,48,660,RETAIL,5557
2016,36,660,RETAIL,3340
2016,6,660,RETAIL,11483
2016,22,660,RETAIL,3795
2016,47,660,RETAIL,6162
2016,38,660,RETAIL,3535
2016,21,660,ECOM,3215
2016,42,660,RETAIL,3166
2016,43,660,ECOM,3006
2016,18,660,ECOM,3854
2016,49,660,ECOM,7403
2016,46,660,OUTLETS,438
2016,29,660,ECOM,8372
2016,48,660,ECOM,6299
2016,50,660,OUTLETS,562
2016,30,660,ECOM,4098
2016,44,660,ECOM,3373
2016,8,660,ECOM,5631
2016,42,660,OUTLETS,182
2016,14,660,OUTLETS,199
2016,20,660,OUTLETS,294
2016,48,660,OUTLETS,503
2016,11,660,OUTLETS,243
2016,9,660,ECOM,7303
2016,52,660,ECOM,13582
2016,0,660,OUTLETS,202
2016,13,660,OUTLETS,226
2016,10,662,RETAIL,3543
2016,11,662,OUTLETS,618
2016,3,662,ECOM,1365
2016,36,662,OUTLETS,844
